INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
97302;973;65493.0;54709.0;23.6;10521.0;1822.0;24800.7317987835;1661;435;29290.5660479203;24800.7317987835;714.057878135335;3775.77637100144;5845.3287408333;;;;;29270.231641523;25743.168240796;26881.6744317102;41973.7291392113;8966.51281891175;28413.895157203;2246.0;5.0;170.0;202.0;1572.0;553.0;297.0;1560.0;441.0;0.0
97304;973;24903.0;25793.0;2160.0;3908.0;420.0;7700.97244828645;644;108;8897.5574238713;7700.97244828645;296.36867973216;900.216295852691;2687.62735005995;;;;;8688.15814597355;7846.30527447038;8645.68049652474;15998.8320138401;3370.36226813388;11252.2979814081;645.0;18.0;66.0;96.0;371.0;114.0;94.0;456.0;117.0;0.0
97305;973;16219.0;10721.0;377.5;1961.0;238.0;4934.8374717994;462;81;6092.39633128675;4934.8374717994;167.657510378462;989.90134910889;2504.14326928182;;;;;2089.75913172976;1600.59632805769;1509.26229532643;10126.4157307483;2021.84738083808;6968.6732467367;225.0;28.0;29.0;46.0;91.0;29.0;31.0;159.0;35.0;0.0
97306;973;11675.0;9593.0;6332.6;1762.0;150.0;2594.29420878898;374;44;2686.22355359434;2594.29420878898;14.4998474028319;77.4294974025302;1674.3165025983;;;;;1833.38956100533;1100.13388545682;1491.55076918323;6541.38905735056;984.181786640844;2962.51306466111;55.0;7.0;4.0;1.0;26.0;10.0;17.0;36.0;11.0;0.0
97307;973;33458.0;30244.0;137.19;4674.0;597.0;10438.1152339946;858;195;12523.4060598784;10438.1152339946;290.92077438557;1794.37005149823;4925.45198168169;;;;;7591.46981823129;6547.52434179806;6516.56625743285;20950.426211064;4247.13915866904;13699.2386691494;653.0;9.0;87.0;106.0;365.0;127.0;86.0;418.0;163.0;0.0
97309;973;26358.0;21638.0;46.11;2389.0;426.0;9533.0078930203;399;111;10371.1769311839;9533.0078930203;138.244069222117;699.924968941503;4487.19901576885;;;;;6765.92042146239;5698.39197960669;5394.26162512467;17767.7750546177;2125.94749734256;12589.3359950598;794.0;4.0;96.0;93.0;524.0;124.0;77.0;554.0;146.0;0.0
97310;973;3458.0;3293.0;3902.5;327.0;58.0;999.951302378256;51;16;1230.95130237826;999.951302378256;47.0;184.0;639.193657984145;;;;;1093.45582298474;716.953792774728;713.305530389605;2340.26160815402;268.778029445074;1696.95583238958;52.0;5.0;7.0;6.0;25.0;7.0;9.0;37.0;8.0;0.0
97311;973;47621.0;41515.0;4830.0;11599.0;813.0;11054.5123076444;2590;217;12117.5072010667;11054.5123076444;456.211821883923;606.783071538404;4957.86274434661;;;;;7943.97406560973;7057.27409345273;7142.46194960981;25771.6430636644;7899.83056176259;15557.7885809004;468.0;6.0;35.0;47.0;271.0;104.0;109.0;330.0;98.0;0.0
97312;973;2875.0;3011.0;1340.0;335.0;93.0;937.345577557053;54;22;1224.63672836482;937.345577557053;42.1216348928684;245.169515914901;324.817329371274;;;;;675.912952769955;547.037553699383;712.96058095142;1714.34604359134;376.982202193193;1167.49467911844;49.0;7.0;4.0;2.0;26.0;8.0;10.0;36.0;8.0;0.0
97313;973;2957.0;2480.0;600.0;244.0;40.0;934.829990448912;64;11;1121.19743018528;934.829990448912;105.33811811186;81.0293216245078;551.672078955753;;;;;404.393601550831;238.807942115024;416.476749691911;1814.11620503025;259.831900668576;1165.47787328877;29.0;4.0;4.0;6.0;12.0;4.0;3.0;14.0;4.0;0.0
