INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
80001;80;22980.0;23821.0;26.42;1553.0;1693.0;11066.8837444786;209;354;12486.0667957412;11066.8837444786;186.337776978608;1232.84527428399;4350.6937608199;10795.0;43.0;18140.0;24.0;13805.0784042837;12725.5728788723;13819.583849552;13863.9439114367;2236.0316338689;9438.28325594339;935.0;12.0;66.0;56.0;665.0;290.0;136.0;658.0;206.0;0.275
80002;80;266.0;278.0;9.46;26.0;10.0;104.069663101563;1;1;116.374747847325;104.069663101563;3.07627118644068;9.22881355932204;78.2048290442371;109.0;;18670.0;;34.8876454104647;24.0426614764712;31.4378845327733;167.429647869628;24.8365445971014;124.112970859596;7.0;1.0;0.0;0.0;5.0;0.0;1.0;7.0;0.0;0.0
80003;80;581.0;623.0;7.07;29.0;37.0;222.118376405181;5;5;251.346722861874;222.118376405181;5.03937007874016;24.1889763779528;167.092559140829;208.0;;20370.0;;301.094401611854;262.47827184492;292.434916724614;351.642896732884;24.4438068562923;247.124908715626;26.0;2.0;1.0;5.0;11.0;5.0;7.0;20.0;4.0;0.0
80004;80;511.0;525.0;12.33;29.0;25.0;215.800796812749;6;5;258.563081009296;215.800796812749;13.0146082337317;29.7476759628154;181.191235059761;207.0;;19770.0;;81.7113486315035;64.4065677550095;85.7273685557339;294.181274900398;19.3406374501992;233.105577689243;10.0;3.0;0.0;2.0;2.0;1.0;3.0;9.0;1.0;0.0
80005;80;84.0;104.0;3.3;7.0;8.0;35.0769230769231;0;0;40.0769230769231;35.0769230769231;1.0;4.0;25.8461538461538;;;;;21.2152798657183;16.5998952503337;24.907565850227;50.7692307692308;5.53846153846154;35.0769230769231;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0
80009;80;997.0;935.0;10.81;66.0;44.0;406.0;8;9;449.0;406.0;17.0;26.0;303.0;402.0;;21720.0;;294.813682691514;236.13699963022;319.835114836802;587.0;57.0;451.0;31.0;7.0;2.0;2.0;12.0;4.0;8.0;21.0;7.0;0.0
80010;80;2833.0;2881.0;25.35;175.0;148.0;1212.85837266204;26;24;1339.91587280538;1212.85837266204;18.1510714490495;108.906428694297;811.689316962927;1179.0;59.0;22420.0;9.0;918.336153486139;804.613278020976;984.8493302898;1678.35686438147;153.603634126842;1274.25972780369;69.0;5.0;4.0;4.0;47.0;16.0;9.0;45.0;14.0;0.23
80011;80;2952.0;3071.0;15.06;180.0;160.0;1303.79434909515;28;30;1391.26968862338;1303.79434909515;5.08577555396712;82.3895639742673;1011.90741144865;1296.0;56.0;21030.0;10.0;498.322885720062;420.403734722652;700.275570993969;1711.82576888374;183.844682968051;1278.76731895703;52.0;2.0;5.0;8.0;27.0;8.0;10.0;38.0;9.0;0.203
80013;80;2383.0;2366.0;24.88;161.0;214.0;954.554810985496;24;41;1074.21755749824;954.554810985496;19.1058166701024;100.556929842644;475.228274798222;937.0;44.0;18360.0;22.0;821.962978705028;728.34837660329;819.556574665211;1381.21498862912;224.20614515749;1000.23718391308;74.0;9.0;6.0;5.0;44.0;16.0;10.0;55.0;12.0;0.23
80016;80;9779.0;10054.0;13.8;637.0;810.0;4525.10941689544;76;163;5144.82522870424;4525.10941689544;61.3664510707115;558.349360738083;2281.12408215583;4376.0;47.0;18980.0;21.0;4312.24964230667;3847.4678203847;4327.93106110797;5831.60965949007;890.130902210154;4141.20047795663;332.0;5.0;37.0;22.0;217.0;85.0;51.0;234.0;73.0;0.242
