INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
53001;53;1831.0;1848.0;29.87;121.0;49.0;714.924078091106;25;7;769.488805199812;714.924078091106;15.4428472949166;39.1218798137888;581.868763557484;710.0;;21920.0;;182.667609252866;108.24531440031;235.533468037412;1127.99132321041;45.675704989154;892.662147505423;32.0;3.0;3.0;9.0;13.0;3.0;4.0;29.0;2.0;0.0
53002;53;606.0;616.0;16.24;44.0;83.0;197.965113453104;7;20;241.785521616369;197.965113453104;21.9102040816327;21.9102040816327;153.522856943732;196.0;;20540.0;;118.376575830649;77.3655516611206;113.691369233181;329.75426070856;17.1135044451747;269.983546466321;11.0;4.0;0.0;2.0;2.0;1.0;3.0;8.0;1.0;0.0
53003;53;2639.0;2784.0;38.78;117.0;279.0;1147.0;10;43;1468.0;1147.0;117.0;204.0;857.0;1134.0;45.0;20420.0;11.0;1098.12870765758;917.306048402583;1226.45302497743;1453.0;82.0;1083.0;98.0;14.0;13.0;9.0;44.0;11.0;18.0;66.0;23.0;0.213
53005;53;2319.0;2256.0;36.54;173.0;95.0;979.052525651671;23;12;1151.8960890531;979.052525651671;72.0181514172634;100.825411984169;712.862097470057;965.0;48.0;21320.0;10.0;691.688689655995;551.805213885148;658.547727188967;1365.18671940124;71.1176675102762;1067.23776736834;59.0;5.0;6.0;10.0;28.0;8.0;10.0;50.0;7.0;0.201
53007;53;2825.0;2717.0;36.77;201.0;70.0;1126.93680651182;26;12;1187.46813038889;1126.93680651182;11.2855010618263;49.2458228152422;870.633479721083;1114.0;59.0;21930.0;;482.784814646424;377.746497914742;517.801311990485;1728.86028254278;77.7885583255963;1355.31603544211;64.0;13.0;6.0;6.0;28.0;7.0;11.0;51.0;7.0;0.198
53008;53;1819.0;1756.0;32.85;117.0;78.0;780.554220145414;21;8;867.970690733649;780.554220145414;28.4611764705883;58.9552941176471;599.303650749861;793.0;;21930.0;;319.870506660725;227.983676798192;328.970528469754;1125.19894467937;51.5701303008675;852.752286303061;40.0;11.0;7.0;5.0;12.0;5.0;5.0;29.0;10.0;0.0
53009;53;659.0;645.0;25.25;65.0;14.0;252.780597014927;6;2;282.890186056023;252.780597014927;13.4974019839395;16.6121870571564;212.453731343285;247.0;;21790.0;;138.110316472905;98.8058892911171;140.456213921047;405.235820895523;18.6880597014924;323.598507462687;19.0;6.0;2.0;5.0;4.0;3.0;2.0;16.0;2.0;0.0
53010;53;460.0;431.0;11.68;31.0;17.0;167.812243342243;1;3;198.967243342243;167.812243342243;14.07;17.085;133.593070221749;162.0;;20520.0;;62.9111742857735;41.6522188170116;62.6158119173557;295.77260091937;25.5924548322547;225.029427033993;7.0;2.0;0.0;3.0;0.0;0.0;2.0;6.0;1.0;0.0
53011;53;879.0;833.0;20.73;70.0;12.0;321.978720246897;9;1;342.996882640059;321.978720246897;3.6553325901152;17.3628298030472;261.359269830043;317.0;;21010.0;;115.846990120024;70.2562696522325;140.152072757499;567.952656057782;38.8895622453649;470.447774414784;18.0;7.0;0.0;3.0;4.0;2.0;4.0;12.0;2.0;0.0
53012;53;476.0;507.0;17.23;31.0;16.0;195.10752688172;3;3;227.819036597714;195.10752688172;12.507341950233;20.204167765761;162.41935483871;190.0;;21830.0;;75.8585273294351;37.1291674469231;83.9129653894365;292.129032258064;14.2795698924731;244.118279569892;10.0;2.0;0.0;3.0;4.0;1.0;1.0;9.0;1.0;0.0
