REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
75;33;33001;pr;a;m;v;1;0;110.0;83333.0;757.57;;;0.0;0.0;0.0;1
75;33;33001;pr;a;m;v;1;NS;150.0;74000.0;493.33;;;0.0;0.0;0.0;1
75;33;33001;pr;a;m;v;10;0;145.0;74000.0;510.34;;;0.0;0.0;0.0;1
75;33;33001;pr;a;m;v;11;D;332.0;477000.0;1436.75;;;0.0;0.0;3.0;1
75;33;33001;pr;a;m;v;15;C;531.0;625000.0;1177.02;;;0.0;3.0;1.0;1
75;33;33001;pr;a;m;v;2;F;70.0;118500.0;1692.86;10.0;0.071;0.0;1.0;0.0;1
75;33;33001;pr;a;m;v;20;NS;250.0;145833.0;583.33;;;0.0;0.0;0.0;1
75;33;33001;pr;a;m;v;3;0;122.5;243840.0;1959.16;7.81;0.048;0.0;0.5;0.0;2
75;33;33001;pr;a;m;v;3;C;64.0;93000.0;1453.12;7.81;0.057;0.0;0.67;0.0;3
75;33;33001;pr;a;m;v;3;D;62.0;139000.0;2241.94;7.81;0.042;0.0;1.0;0.0;1
75;33;33001;pr;a;m;v;4;0;150.0;145833.0;972.22;8.64;0.107;0.0;1.0;0.0;1
75;33;33001;pr;a;m;v;4;C;103.0;209500.0;2033.8;8.64;0.051;0.0;0.5;0.5;2
75;33;33001;pr;a;m;v;4;VI;110.0;192000.0;1609.85;8.64;0.068;0.0;0.33;0.33;3
75;33;33001;pr;a;m;v;5;0;115.5;159375.0;1393.84;8.56;0.076;0.0;0.5;0.5;2
75;33;33001;pr;a;m;v;5;B;110.0;234000.0;2127.27;8.56;0.048;0.0;0.0;1.0;1
75;33;33001;pr;a;m;v;5;D;178.0;384000.0;2241.57;8.56;0.046;0.0;0.67;0.33;6
75;33;33001;pr;a;m;v;5;E;122.0;160000.0;1311.48;8.56;0.078;0.0;2.0;0.0;1
75;33;33001;pr;a;m;v;5;NS;230.0;380000.0;1652.17;8.56;0.062;0.0;0.0;0.0;1
75;33;33001;pr;a;m;v;5;VI;136.5;208875.0;1493.28;8.56;0.073;0.0;1.5;1.0;2
75;33;33001;pr;a;m;v;6;C;145.0;230000.0;1495.0;;;0.0;0.33;1.0;3
75;33;33001;pr;a;m;v;6;E;150.0;197000.0;1313.33;;;0.0;1.0;0.0;1
75;33;33001;pr;a;m;v;6;F;400.0;318000.0;795.0;;;0.0;0.0;1.0;1
75;33;33001;pr;a;m;v;6;NS;166.0;234330.0;1411.63;;;0.0;0.0;0.0;1
75;33;33001;pr;a;m;v;6;VI;150.0;176000.0;1173.33;;;0.0;0.0;1.0;1
75;33;33001;pr;a;m;v;7;C;186.0;394800.0;2122.58;;;0.0;1.0;1.0;1
75;33;33001;pr;a;m;v;8;C;160.0;399900.0;2499.38;;;0.0;2.0;0.0;1
75;33;33001;pr;cm;an;v;4;0;104.0;167012.5;1692.3;;;0.0;0.0;0.0;2
75;33;33001;pr;cm;an;v;5;0;92.5;179506.0;1949.1;;;0.0;0.0;0.0;2
75;33;33001;pr;cm;m;v;3;0;67.0;145844.5;2172.56;7.81;0.044;0.0;0.0;0.0;2
75;33;33001;pr;cm;m;v;4;0;95.0;196382.0;1944.38;8.64;0.05;0.0;0.0;0.0;7
75;33;33001;pr;cm;m;v;4;A;96.5;199500.0;1979.02;8.64;0.053;0.0;0.0;0.0;6
75;33;33001;pr;cm;m;v;5;A;121.0;231200.0;1910.74;8.56;0.053;0.0;0.0;0.0;3
75;33;33001;pr;cm;m;v;6;0;103.5;180746.5;1745.7;;;0.0;0.0;0.0;2
75;33;33001;pr;cm;m;v;6;A;132.0;287817.0;2180.43;;;0.0;0.0;0.0;1
75;33;33001;pr;cm;m;v;7;0;146.0;224955.0;1540.79;;;0.0;0.0;0.0;1
75;33;33001;pr;cm;m;v;7;A;182.0;292500.0;1607.14;;;0.0;0.0;0.0;1
75;33;33001;pr;cm;mn;v;3;0;67.0;152774.0;2279.18;7.81;0.042;0.0;0.0;0.0;2
75;33;33001;pr;cm;mn;v;4;0;97.5;179790.0;1863.1;8.64;0.056;0.0;0.0;0.0;8
75;33;33001;pr;cm;mn;v;5;0;92.5;167697.0;1852.16;8.56;0.055;0.0;0.0;0.0;4
75;33;33001;pr;cm;mn;v;6;0;99.0;170049.0;1712.97;;;0.0;0.0;0.0;2
75;33;33001;pr;m;m;v;3;VI;60.0;77000.0;1283.33;7.81;0.073;0.0;0.0;0.0;1
75;33;33001;pr;m;m;v;4;VI;65.0;123990.0;1907.54;8.64;0.054;0.0;1.0;1.0;1
75;33;33001;pr;m;m;v;6;D;130.0;218379.0;1679.84;;;0.0;0.0;0.0;1
75;33;33001;pr;m;m;v;6;VI;110.0;190000.0;1727.27;;;0.0;1.0;1.0;1
75;33;33001;pr;network;m;v;2;0;50.0;89000.0;1780.0;10.0;0.067;0.0;1.0;0.0;1
75;33;33001;pr;network;m;v;4;NS;120.0;120000.0;1000.0;8.64;0.104;0.0;0.0;1.0;1
75;33;33001;pr;network;m;v;5;D;171.0;272850.0;1595.61;8.56;0.064;0.0;1.0;1.0;1
75;33;33002;pr;a;m;v;3;0;75.0;239000.0;3186.67;8.19;0.031;0.0;1.0;0.0;1
