REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
44.0;54;54003;pr;network;m;v;8;D;200.0;229900.0;1149.5;;;0.0;0.0;1.0;1
44.0;54;54006;pr;cm;mn;v;5;0;130.0;379000.0;2915.38;;;0.0;1.0;0.0;1
44.0;54;54007;pr;a;m;v;4;F;82.0;106820.0;1302.68;;;0.0;0.0;0.0;1
44.0;54;54008;pr;a;m;v;4;0;120.0;80000.0;666.67;;;0.0;0.0;0.0;1
44.0;54;54008;pr;a;m;v;6;D;184.0;257500.0;1414.16;;;0.5;1.0;1.0;2
44.0;54;54008;pr;a;m;v;7;C;160.0;175000.0;1093.75;;;1.0;0.0;1.0;1
44.0;54;54008;pr;m;m;v;4;VI;120.0;80000.0;666.67;;;0.0;0.0;0.0;1
44.0;54;54008;pr;m;m;v;5;C;137.0;230000.0;1678.83;;;0.0;0.0;0.0;1
44.0;54;54008;pr;m;m;v;6;C;137.0;240000.0;1751.82;;;0.0;0.0;0.0;1
44.0;54;54010;pr;a;m;v;1;0;180.0;29500.0;163.89;;;0.0;0.0;0.0;1
44.0;54;54010;pr;a;m;v;5;E;150.0;168000.0;1120.0;;;0.0;0.0;1.0;1
44.0;54;54011;pr;a;m;v;4;NS;98.0;137000.0;1397.96;;;0.0;1.0;1.0;1
44.0;54;54011;pr;m;m;v;3;C;92.0;195000.0;2119.57;;;0.0;0.0;0.0;1
44.0;54;54012;pr;a;m;v;8;0;185.0;150000.0;810.81;;;0.0;1.0;1.0;1
44.0;54;54012;pr;a;m;v;8;F;228.0;355000.0;1557.02;;;0.0;1.0;0.0;1
44.0;54;54012;pr;a;m;v;9;D;295.0;299000.0;1013.56;;;0.0;0.0;2.0;1
44.0;54;54012;pr;a;m;vp;7;E;250.0;438000.0;1752.0;;;0.0;2.0;1.0;1
44.0;54;54012;pr;m;m;v;5;VI;295.0;269000.0;911.86;;;0.0;0.0;0.0;1
44.0;54;54012;pr;m;m;v;9;D;195.0;286000.0;1466.67;;;0.0;0.0;0.0;1
44.0;54;54014;pr;a;m;v;7;0;140.0;40000.0;285.71;;;0.0;0.0;0.0;1
44.0;54;54014;pr;a;m;v;7;VI;225.0;119900.0;532.89;;;0.0;0.0;0.0;1
