REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
24.0;18;18001;pr;a;m;v;7;D;166.0;154780.0;932.41;;;0.0;0.0;0.0;1
24.0;18;18003;pr;a;m;v;4;VI;93.0;124600.0;1339.78;5.91;0.053;0.0;0.0;1.0;1
24.0;18;18003;pr;a;m;v;5;C;194.0;246000.0;1268.04;6.54;0.062;0.0;0.0;2.0;1
24.0;18;18003;pr;a;m;v;8;D;315.0;295000.0;936.51;;;0.0;1.0;2.0;1
24.0;18;18004;pr;a;m;v;18;B;617.0;795000.0;1288.49;;;0.0;8.0;1.0;1
24.0;18;18004;pr;a;m;v;5;D;161.0;227000.0;1409.94;;;0.0;1.0;2.0;1
24.0;18;18004;pr;a;m;v;5;F;77.0;84200.0;1093.51;;;0.0;1.0;0.0;1
24.0;18;18004;pr;a;m;v;6;D;162.0;225000.0;1388.89;;;0.0;1.0;1.0;1
24.0;18;18004;pr;a;m;v;6;E;108.0;165000.0;1527.78;;;0.0;1.0;1.0;1
24.0;18;18004;pr;a;m;v;7;D;172.0;249000.0;1447.67;;;0.0;1.0;1.0;1
24.0;18;18004;pr;m;m;v;5;D;116.5;157500.0;1351.96;;;0.0;0.0;0.0;2
24.0;18;18005;pr;cm;mn;v;5;0;91.0;149900.0;1647.25;;;0.0;1.0;0.0;1
24.0;18;18006;pr;m;m;v;4;E;120.0;168000.0;1400.0;4.94;0.042;0.0;0.0;0.0;1
24.0;18;18008;pr;a;m;v;10;D;276.0;189900.0;688.04;;;0.0;0.0;1.0;1
24.0;18;18009;pr;a;m;v;3;0;64.0;82500.0;1289.06;;;0.0;0.0;1.0;1
24.0;18;18009;pr;a;m;v;5;0;118.0;159000.0;1347.46;;;0.0;1.0;0.0;1
24.0;18;18009;pr;a;m;v;5;VI;118.0;159000.0;1347.46;;;0.0;0.0;0.0;1
24.0;18;18011;pr;a;m;v;10;E;134.0;148400.0;1107.46;;;0.0;3.0;1.0;1
24.0;18;18011;pr;a;m;v;3;E;67.0;63000.0;940.3;;;0.0;0.0;1.0;1
24.0;18;18011;pr;a;m;v;4;E;81.0;72000.0;888.89;5.68;0.077;0.0;0.0;0.0;1
24.0;18;18011;pr;a;m;v;6;E;136.0;60000.0;441.18;;;0.0;0.0;0.0;1
24.0;18;18011;pr;a;m;v;7;D;160.0;349000.0;2181.25;;;0.0;0.0;2.0;1
24.0;18;18011;pr;a;m;v;8;D;218.0;167200.0;770.0;;;0.0;0.0;0.0;2
24.0;18;18011;pr;a;m;v;8;E;172.0;371000.0;2156.98;;;0.0;0.0;1.0;1
24.0;18;18011;pr;m;m;v;3;F;90.0;107000.0;1188.89;;;0.0;0.0;0.0;1
24.0;18;18011;pr;m;m;v;3;VI;70.0;52000.0;742.86;;;0.0;0.0;0.0;1
24.0;18;18011;pr;m;m;v;4;VI;80.0;42000.0;525.0;5.68;0.13;0.0;0.0;0.0;1
24.0;18;18011;pr;m;m;v;6;E;136.0;60000.0;441.18;;;0.0;0.0;0.0;1
24.0;18;18011;pr;m;m;v;8;D;178.0;140000.0;786.52;;;0.0;0.0;0.0;1
24.0;18;18012;pr;a;m;v;3;E;60.0;59800.0;996.67;;;0.0;0.0;0.0;1
24.0;18;18012;pr;a;m;v;3;NS;104.0;52200.0;501.92;;;0.0;0.0;1.0;1
24.0;18;18012;pr;a;m;v;5;E;100.0;117000.0;1170.0;;;0.0;0.0;1.0;1
24.0;18;18012;pr;a;m;v;5;VI;134.0;59900.0;447.01;;;0.0;1.0;1.0;1
24.0;18;18013;pr;a;m;v;6;D;162.0;214000.0;1320.99;;;0.0;0.0;2.0;1
24.0;18;18014;pr;a;m;v;2;0;49.0;62000.0;1265.31;;;0.0;0.0;1.0;1
24.0;18;18014;pr;a;m;vp;13;E;652.0;561800.0;861.66;;;0.0;1.0;10.0;1
24.0;18;18015;pr;a;m;v;11;D;221.0;600000.0;2714.93;;;0.0;0.0;2.0;1
24.0;18;18015;pr;a;m;v;3;E;84.0;60000.0;714.29;5.01;0.084;0.0;0.0;0.0;1
24.0;18;18015;pr;a;m;v;4;E;123.0;76500.0;753.09;5.56;0.127;0.0;0.5;1.0;2
24.0;18;18015;pr;a;m;v;6;NS;190.0;296000.0;1557.89;;;0.0;1.0;1.0;1
