REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
53.0;29;29001;pr;a;a;l;2;E;32.0;260.0;0.0;1.0;0.0;1
53.0;29;29004;pr;a;a;l;1;D;27.0;320.0;0.0;0.0;1.0;1
53.0;29;29004;pr;a;a;l;1;E;27.0;323.0;0.0;1.0;0.0;1
53.0;29;29004;pr;a;a;l;2;D;45.0;550.0;0.0;1.0;0.0;2
53.0;29;29004;pr;a;a;l;4;C;164.0;1025.0;0.0;3.0;0.0;1
53.0;29;29004;pr;a;m;l;3;D;50.0;530.0;0.0;1.0;0.0;1
53.0;29;29005;pr;a;m;l;5;VI;88.0;850.0;0.0;1.0;1.0;1
53.0;29;29006;pr;a;a;l;1;C;20.0;412.0;0.0;1.0;0.0;1
53.0;29;29006;pr;a;a;l;2;D;42.0;601.0;0.5;0.0;0.5;2
53.0;29;29006;pr;a;a;l;2;E;31.0;470.0;0.5;0.5;1.0;2
53.0;29;29006;pr;a;a;l;2;F;40.5;503.0;0.0;0.0;0.0;2
53.0;29;29006;pr;a;a;l;2;VI;50.5;627.5;0.0;0.0;0.0;2
53.0;29;29006;pr;a;a;l;3;B;64.0;850.0;0.0;0.0;0.0;1
53.0;29;29006;pr;a;a;l;3;E;65.0;820.0;3.0;1.0;0.0;1
53.0;29;29006;pr;a;m;l;4;E;106.5;815.0;0.0;0.5;1.0;2
53.0;29;29006;pr;a;m;l;4;VI;98.0;1000.0;0.0;0.0;1.0;1
53.0;29;29008;pr;a;m;l;5;E;89.0;590.0;0.0;0.0;1.0;1
53.0;29;29011;pr;a;a;l;1;A;27.0;322.0;0.0;0.33;0.67;3
53.0;29;29011;pr;a;a;l;1;B;29.0;335.0;0.0;0.0;0.67;3
53.0;29;29011;pr;a;a;l;1;C;35.0;380.0;0.0;1.0;0.0;1
53.0;29;29011;pr;a;a;l;2;A;42.0;453.0;0.0;1.0;0.0;1
53.0;29;29011;pr;a;a;l;2;B;42.0;435.0;0.0;0.0;1.0;1
53.0;29;29011;pr;a;a;l;3;B;60.0;650.0;0.0;1.0;0.0;1
53.0;29;29011;pr;a;a;l;7;D;270.0;300.0;0.0;0.0;0.0;1
53.0;29;29015;pr;a;a;l;3;D;64.5;501.5;0.5;1.0;0.0;2
53.0;29;29015;pr;a;a;l;3;E;70.0;590.0;0.0;1.0;0.0;1
53.0;29;29015;pr;a;a;l;4;E;79.0;500.0;1.0;0.0;1.0;1
53.0;29;29015;pr;a;m;l;2;F;43.0;536.0;0.0;1.0;0.0;1
53.0;29;29015;pr;a;m;l;3;D;98.0;697.0;0.0;0.0;1.0;1
53.0;29;29015;pr;a;m;l;3;E;73.0;610.0;0.0;0.0;1.0;1
53.0;29;29015;pr;a;m;l;5;VI;101.0;950.0;0.0;0.0;1.0;1
53.0;29;29015;pr;a;m;l;6;E;101.0;800.0;0.0;1.0;1.0;1
53.0;29;29017;pr;a;m;l;5;C;90.0;748.0;0.0;0.0;1.0;1
53.0;29;29019;pa;a;a;l;1;0;35.0;400.0;0.0;0.0;1.0;3
53.0;29;29019;pa;a;a;l;2;0;39.5;442.5;0.3;0.1;0.3;10
53.0;29;29019;pa;a;a;l;2;A;37.5;440.0;0.0;0.5;0.0;2
53.0;29;29019;pa;a;a;l;2;B;47.0;452.5;0.0;0.5;0.0;2
53.0;29;29019;pa;a;a;l;3;0;69.5;550.0;0.25;0.0;1.12;8
53.0;29;29019;pa;a;a;l;3;E;70.0;360.0;1.0;0.0;1.0;1
53.0;29;29019;pa;a;a;l;4;0;71.0;350.0;0.71;0.14;0.86;7
53.0;29;29019;pa;a;a;l;4;C;95.0;780.0;1.0;1.0;0.0;1
53.0;29;29019;pa;a;a;l;4;D;71.0;740.0;0.0;0.0;0.0;1
53.0;29;29019;pa;a;a;l;5;0;88.0;320.0;0.67;0.0;0.67;3
53.0;29;29019;pa;a;a;l;6;A;95.0;360.0;0.0;1.0;1.0;1
53.0;29;29019;pa;a;a;l;6;B;116.0;340.0;0.0;0.0;2.0;1
53.0;29;29019;pa;a;m;l;5;0;100.0;850.0;0.0;0.0;1.0;1
53.0;29;29019;pa;a;m;l;6;B;140.0;300.0;0.0;0.0;0.0;1
53.0;29;29019;pr;a;a;l;1;0;23.0;335.0;0.0;0.64;0.07;14
53.0;29;29019;pr;a;a;l;1;A;32.0;404.0;0.45;0.82;0.18;11
53.0;29;29019;pr;a;a;l;1;B;24.0;480.0;0.0;1.0;0.0;1
53.0;29;29019;pr;a;a;l;1;C;28.0;359.0;0.0;0.46;0.15;13
53.0;29;29019;pr;a;a;l;1;D;24.0;350.0;0.11;0.57;0.3;56
53.0;29;29019;pr;a;a;l;1;E;24.0;350.0;0.08;0.65;0.28;97
