REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
24.0;18;18002;pr;a;m;l;3;E;79.0;454.0;0.0;0.0;1.0;1
24.0;18;18003;pr;a;a;l;1;G;40.0;295.0;0.0;0.0;0.5;2
24.0;18;18003;pr;a;a;l;2;E;44.0;395.0;1.0;1.0;0.0;1
24.0;18;18003;pr;a;a;l;3;0;52.0;500.0;0.0;0.0;0.0;1
24.0;18;18003;pr;a;m;l;2;0;60.0;400.0;0.0;0.0;0.0;1
24.0;18;18003;pr;a;m;l;3;VI;56.0;587.0;0.0;0.0;0.0;1
24.0;18;18003;pr;a;m;l;4;D;110.0;650.0;0.0;0.0;1.0;1
24.0;18;18003;pr;a;m;l;5;D;100.0;700.0;0.0;0.0;0.0;1
24.0;18;18003;pr;a;m;l;5;E;106.0;645.0;0.0;1.0;1.0;1
24.0;18;18004;pr;a;m;l;2;D;70.0;436.0;0.0;1.0;0.0;1
24.0;18;18004;pr;a;m;l;4;D;93.0;555.0;0.0;1.0;1.0;1
24.0;18;18006;pr;a;a;l;1;0;40.0;209.0;0.0;0.0;1.0;1
24.0;18;18006;pr;a;m;l;4;B;81.0;400.0;0.0;0.0;0.0;1
24.0;18;18007;pa;a;m;l;3;0;78.5;600.0;0.0;0.5;0.5;2
24.0;18;18010;pr;a;a;l;1;E;33.0;500.0;0.0;0.0;0.0;1
24.0;18;18011;pa;a;m;l;4;0;77.0;520.0;0.0;0.0;1.0;1
24.0;18;18011;pr;a;a;l;3;E;61.0;364.0;0.0;0.0;1.0;1
24.0;18;18011;pr;a;a;l;4;C;89.0;482.0;0.0;0.0;1.0;1
24.0;18;18011;pr;a;a;l;4;E;82.0;462.0;0.0;0.0;1.0;1
24.0;18;18011;pr;a;a;l;5;C;102.0;539.0;0.0;0.0;1.0;1
24.0;18;18011;pr;a;m;l;4;E;80.0;369.0;0.0;0.0;1.0;1
24.0;18;18011;pr;a;m;l;5;E;107.0;546.0;0.0;0.0;1.0;1
24.0;18;18015;pr;a;a;l;1;D;33.0;300.0;0.0;0.0;0.0;1
24.0;18;18015;pr;a;a;l;3;E;65.5;295.5;0.0;0.0;0.67;6
24.0;18;18015;pr;a;a;l;4;D;80.0;341.0;0.33;0.0;0.33;3
24.0;18;18015;pr;a;a;l;4;E;78.5;331.0;0.0;0.0;0.5;4
24.0;18;18015;pr;a;m;l;3;D;86.0;431.0;0.0;0.0;1.0;1
24.0;18;18015;pr;a;m;l;4;C;100.0;543.0;0.0;0.0;1.0;1
24.0;18;18015;pr;a;m;l;4;D;83.0;689.0;0.0;0.0;1.0;3
24.0;18;18015;pr;a;m;l;4;E;83.0;369.0;0.0;0.0;1.0;1
24.0;18;18015;pr;a;m;l;4;F;76.0;450.0;0.0;0.0;0.0;2
24.0;18;18015;pr;a;m;l;5;E;117.0;484.0;0.0;0.0;1.0;1
24.0;18;18018;pa;a;m;l;6;0;135.0;590.0;0.0;1.0;0.0;1
24.0;18;18018;pr;a;m;l;3;E;85.0;570.0;0.0;0.0;1.0;1
24.0;18;18018;pr;a;m;l;4;C;93.0;665.0;0.0;0.0;0.67;3
24.0;18;18018;pr;a;m;l;4;E;90.0;587.0;0.0;0.0;0.67;3
24.0;18;18018;pr;a;m;l;4;F;83.0;532.0;0.0;0.0;0.5;8
24.0;18;18018;pr;a;m;l;5;F;100.0;653.0;0.0;0.6;0.6;5
24.0;18;18018;pr;a;m;l;6;F;109.0;696.0;0.0;1.0;1.0;1
24.0;18;18022;pr;a;a;l;3;0;69.5;388.0;0.5;0.0;1.0;2
24.0;18;18022;pr;a;m;l;4;E;84.0;584.0;0.0;0.0;1.0;1
24.0;18;18022;pr;a;m;l;5;F;89.0;491.0;0.0;0.0;1.0;1
24.0;18;18023;pr;a;a;l;2;0;51.0;400.0;0.0;0.0;0.0;1
24.0;18;18023;pr;a;a;l;2;VI;51.0;475.0;0.0;1.0;0.0;1
24.0;18;18023;pr;a;a;l;3;D;67.0;425.0;0.0;0.0;0.5;2
24.0;18;18023;pr;a;a;l;3;F;75.0;450.0;0.0;0.0;0.0;1
24.0;18;18023;pr;a;m;l;3;D;69.0;380.0;0.0;0.0;1.0;1
24.0;18;18025;pr;a;m;l;5;E;97.0;521.0;0.0;0.0;1.0;1
24.0;18;18026;pr;a;m;l;2;0;47.0;600.0;0.0;0.0;0.0;1
24.0;18;18026;pr;a;m;l;3;E;82.0;448.0;0.0;0.0;1.0;1
24.0;18;18027;pr;a;m;l;4;F;86.0;496.0;0.0;0.0;1.0;1
24.0;18;18027;pr;a;m;l;5;C;148.0;812.0;0.0;1.0;1.0;1
24.0;18;18029;pr;a;m;l;5;0;72.0;470.0;0.0;0.0;1.0;1
24.0;18;18032;pr;a;m;l;3;0;74.0;457.0;0.0;0.0;1.0;1
24.0;18;18033;pa;a;a;l;1;0;23.5;362.5;0.0;0.5;0.25;4
24.0;18;18033;pa;a;a;l;1;C;35.0;378.0;1.0;0.0;1.0;1
24.0;18;18033;pa;a;a;l;1;D;33.0;510.0;0.0;0.0;1.0;1
24.0;18;18033;pa;a;a;l;1;F;30.5;492.5;1.0;0.0;0.5;2
24.0;18;18033;pa;a;a;l;2;0;42.0;550.0;0.2;0.4;0.4;5
24.0;18;18033;pa;a;a;l;2;A;41.0;395.0;1.0;0.0;0.0;2
24.0;18;18033;pa;a;a;l;2;B;40.0;400.0;1.0;0.0;1.0;1
24.0;18;18033;pa;a;a;l;2;C;42.0;495.0;1.0;0.0;1.0;1
24.0;18;18033;pa;a;a;l;2;D;45.0;495.0;1.0;0.0;1.0;1
24.0;18;18033;pa;a;a;l;2;F;50.0;600.0;0.0;0.0;0.0;1
24.0;18;18033;pa;a;a;l;3;0;66.0;750.0;0.0;0.0;1.0;1
24.0;18;18033;pa;a;m;l;2;0;30.0;350.0;0.0;0.0;0.0;1
24.0;18;18033;pa;a;m;l;3;0;75.0;680.0;0.0;1.0;0.0;1
24.0;18;18033;pa;a;m;l;4;0;89.0;765.0;0.0;0.5;0.5;2
24.0;18;18033;pr;a;a;l;1;0;28.5;332.5;0.16;0.16;0.28;32
