REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
32.0;02;02003;pr;a;m;l;5;E;126.0;812.0;0.0;0.0;1.0;1
32.0;02;02011;pr;a;m;l;4;0;83.0;700.0;0.0;0.0;0.0;1
32.0;02;02018;pr;a;a;l;3;F;64.0;440.0;0.0;0.0;1.0;1
32.0;02;02028;pr;a;a;l;2;F;56.0;343.0;0.0;0.5;2.0;2
32.0;02;02028;pr;a;a;l;2;G;66.0;409.0;0.0;0.5;2.0;2
32.0;02;02028;pr;a;m;l;2;E;50.0;480.0;0.0;0.0;1.0;1
32.0;02;02028;pr;a;m;l;4;D;97.0;765.0;0.0;0.0;1.0;1
32.0;02;02028;pr;a;m;l;4;E;90.0;666.0;0.0;0.0;1.0;1
32.0;02;02028;pr;a;m;l;6;D;97.0;765.0;0.0;0.0;1.0;1
32.0;02;02046;pr;a;m;l;3;0;80.0;580.0;0.0;0.0;1.0;1
32.0;02;02046;pr;a;m;l;3;G;77.0;590.0;0.0;0.0;1.0;2
32.0;02;02059;pr;a;a;l;3;0;72.0;515.0;0.0;0.0;1.0;1
32.0;02;02059;pr;a;m;l;4;E;60.0;510.0;0.0;0.0;1.0;1
32.0;02;02064;pr;a;a;l;2;A;59.0;560.0;1.0;0.0;1.0;1
32.0;02;02067;pr;a;m;l;11;D;263.0;800.0;0.0;0.0;1.0;1
32.0;02;02070;pr;a;m;l;5;C;193.0;680.0;0.0;1.0;1.0;1
32.0;02;02073;pr;a;a;l;2;F;48.0;417.0;0.0;1.0;0.0;1
32.0;02;02083;pr;a;a;l;3;0;56.0;420.0;0.0;0.0;1.0;1
32.0;02;02083;pr;a;a;l;3;F;52.0;410.0;0.0;0.0;1.0;1
32.0;02;02085;pr;a;a;l;4;F;70.0;580.0;0.0;0.0;1.0;1
32.0;02;02086;pr;a;m;l;4;D;110.0;770.0;0.0;0.0;1.0;1
32.0;02;02088;pa;a;m;l;3;0;100.0;570.0;0.0;0.0;1.0;1
32.0;02;02089;pr;a;a;l;3;0;65.0;475.0;0.0;0.0;1.0;1
32.0;02;02093;pr;a;a;l;3;0;50.0;545.0;0.0;0.0;0.5;2
32.0;02;02094;pr;a;m;l;3;E;57.0;652.0;0.0;1.0;0.0;1
32.0;02;02094;pr;a;m;l;5;D;160.0;800.0;0.0;0.0;1.0;1
32.0;02;02095;pa;a;m;l;5;0;100.0;600.0;0.0;0.0;1.0;1
32.0;02;02095;pr;a;m;l;2;E;51.0;400.0;0.0;0.0;0.0;1
32.0;02;02095;pr;a;m;l;2;F;49.0;400.0;0.0;0.0;0.0;3
32.0;02;02095;pr;a;m;l;3;D;74.5;543.0;0.0;0.0;0.5;2
32.0;02;02095;pr;a;m;l;3;E;66.0;400.0;0.0;0.0;0.0;2
32.0;02;02095;pr;a;m;l;4;D;90.0;500.0;0.0;0.0;0.0;1
32.0;02;02098;pr;a;m;l;4;0;108.0;580.0;0.0;0.0;2.0;1
32.0;02;02099;pr;a;m;l;7;F;130.0;1000.0;0.0;0.0;1.0;1
32.0;02;02103;pa;a;m;l;2;C;30.0;360.0;0.0;0.0;0.0;1
32.0;02;02103;pa;a;m;l;6;0;100.0;625.0;0.0;0.0;0.0;1
32.0;02;02103;pr;a;m;l;3;0;55.0;450.0;0.0;0.0;0.0;1
32.0;02;02103;pr;a;m;l;3;NS;58.0;550.0;0.0;0.0;0.0;1
