REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
32;60;60001;pr;a;a;l;1;F;33.0;341.0;0.0;0.0;0.0;1
32;60;60001;pr;a;m;l;2;E;62.0;380.0;0.0;0.0;0.0;1
32;60;60001;pr;a;m;l;4;E;129.0;504.5;0.0;0.0;0.0;2
32;60;60002;pr;a;a;l;2;C;58.0;595.0;0.0;1.0;0.0;1
32;60;60002;pr;a;a;l;3;C;61.0;695.0;0.0;0.0;1.0;1
32;60;60005;pr;a;a;l;2;E;48.0;650.0;0.0;0.0;0.0;1
32;60;60005;pr;a;a;l;4;E;60.0;750.0;0.0;1.0;0.0;1
32;60;60005;pr;a;m;l;4;E;69.0;850.0;0.0;0.0;1.0;1
32;60;60005;pr;a;m;l;6;0;163.0;950.0;0.0;0.0;1.0;1
32;60;60006;pr;a;a;l;1;VI;17.0;350.0;0.0;0.0;0.0;1
32;60;60006;pr;a;a;l;2;0;37.5;567.5;0.0;0.0;0.0;2
32;60;60006;pr;a;a;l;2;A;41.0;600.0;0.0;0.0;0.0;1
32;60;60006;pr;a;a;l;2;C;47.0;540.0;0.0;0.0;0.0;1
32;60;60006;pr;a;a;l;2;D;57.0;728.0;0.0;0.0;0.0;1
32;60;60006;pr;a;a;l;2;E;38.5;560.0;0.0;0.0;0.5;2
32;60;60006;pr;a;a;l;3;0;65.0;800.0;0.0;0.0;1.0;1
32;60;60006;pr;a;a;l;3;E;65.0;880.0;0.0;0.0;1.0;1
32;60;60006;pr;a;m;l;4;E;72.0;725.0;0.0;0.0;1.0;1
32;60;60006;pr;a;m;l;4;NS;103.0;981.0;0.0;1.0;0.0;1
32;60;60006;pr;a;m;l;5;NS;99.0;1060.0;0.0;0.0;1.0;1
32;60;60007;pr;a;m;l;5;E;99.0;928.0;0.0;0.0;1.0;1
32;60;60009;pr;a;a;l;2;D;50.5;540.0;0.0;0.25;1.0;4
32;60;60009;pr;a;a;l;2;E;34.0;450.0;0.0;0.0;1.0;1
32;60;60009;pr;a;a;l;5;0;85.0;900.0;0.0;0.0;0.0;1
32;60;60009;pr;a;m;l;3;E;63.0;700.0;0.0;0.0;1.0;1
32;60;60009;pr;a;m;l;5;C;110.0;917.5;0.0;0.0;1.0;2
32;60;60010;pr;a;a;l;1;F;32.0;527.0;0.0;1.0;0.0;1
32;60;60010;pr;a;a;l;1;VI;18.0;478.0;0.0;1.0;0.0;1
32;60;60010;pr;a;a;l;2;VI;25.0;550.0;0.0;1.0;0.0;1
32;60;60010;pr;a;a;l;3;D;64.0;847.0;0.0;0.5;0.5;2
32;60;60010;pr;a;a;l;3;E;57.0;825.0;0.0;0.5;0.0;2
32;60;60010;pr;a;a;l;5;E;100.0;857.0;0.0;1.0;0.0;1
32;60;60010;pr;a;m;l;2;E;49.0;700.0;0.0;1.0;0.0;1
32;60;60010;pr;a;m;l;7;E;110.0;1090.0;0.0;0.0;1.0;1
32;60;60010;pr;a;m;l;8;VI;219.0;2117.0;0.0;2.0;1.0;1
32;60;60011;pr;a;m;l;5;E;113.0;730.0;0.0;0.0;2.0;1
32;60;60012;pa;a;m;l;3;0;70.0;725.0;0.0;0.0;1.0;1
32;60;60012;pr;a;a;l;1;VI;23.0;465.0;0.0;1.0;0.0;1
32;60;60012;pr;a;a;l;2;D;38.0;531.0;0.0;1.0;0.0;1
32;60;60012;pr;a;a;l;2;E;41.5;567.5;0.0;0.0;1.0;2
32;60;60012;pr;a;a;l;2;F;47.0;640.0;0.0;0.0;1.0;1
32;60;60012;pr;a;a;l;2;NS;38.0;575.0;0.0;0.0;1.0;1
32;60;60012;pr;a;a;l;3;E;61.0;670.0;0.0;0.0;1.0;2
32;60;60012;pr;a;a;l;3;VI;63.0;775.0;0.0;1.0;0.0;1
32;60;60012;pr;a;m;l;2;F;56.0;630.0;0.0;1.0;0.0;1
32;60;60012;pr;a;m;l;3;G;68.0;900.0;0.0;0.0;0.0;1
32;60;60013;pr;a;m;l;5;E;88.0;1010.5;0.5;0.0;0.0;2
32;60;60015;pr;a;a;l;4;D;76.0;800.0;1.0;0.0;1.0;1
32;60;60015;pr;a;a;l;4;G;64.0;788.0;0.0;0.0;0.0;1
32;60;60017;pr;a;m;l;4;E;90.0;760.0;0.0;0.0;1.0;1
32;60;60017;pr;a;m;l;5;E;90.0;730.0;0.0;1.0;0.0;1
32;60;60019;pr;a;m;l;5;B;102.0;1025.0;0.0;0.0;2.5;2
32;60;60019;pr;a;m;l;5;D;107.0;995.0;0.0;0.0;1.0;1
32;60;60020;pr;a;m;l;2;0;39.0;650.0;0.0;1.0;0.0;1
32;60;60020;pr;a;m;l;2;VI;49.0;680.0;0.0;0.0;1.0;1
32;60;60021;pr;a;a;l;3;F;66.0;489.0;0.0;0.0;1.0;1
32;60;60022;pr;a;a;l;3;0;65.0;850.0;0.0;1.0;0.0;1
32;60;60022;pr;a;m;l;2;D;38.0;670.0;0.0;1.0;0.0;1
32;60;60023;pr;a;a;l;1;D;39.0;550.0;0.0;0.0;1.0;1
32;60;60023;pr;a;m;l;3;E;72.0;795.0;0.0;0.0;1.0;1
32;60;60024;pr;a;m;l;4;E;102.0;886.0;0.0;0.0;0.0;1
32;60;60024;pr;a;m;l;5;E;98.0;935.0;0.0;1.0;0.0;1
32;60;60025;pr;a;a;l;1;0;28.0;385.0;0.0;1.0;0.0;1
32;60;60025;pr;a;a;l;2;0;28.0;510.0;0.0;0.0;1.0;2
32;60;60025;pr;a;a;l;3;E;61.0;507.0;0.0;0.0;0.0;1
32;60;60025;pr;a;a;l;4;E;85.5;651.0;0.0;0.0;1.0;2
32;60;60025;pr;a;m;l;4;0;61.0;750.0;0.0;0.0;2.0;1
32;60;60025;pr;a;m;l;4;E;102.0;855.0;0.0;1.0;10.0;1
32;60;60027;pr;a;a;l;2;E;33.0;445.0;0.0;1.0;0.0;1
32;60;60027;pr;a;m;l;3;0;85.0;815.0;0.0;1.0;0.0;1
32;60;60028;pr;a;m;l;2;G;60.0;900.0;0.0;0.0;1.0;1
32;60;60028;pr;a;m;l;6;0;125.0;1450.0;0.0;0.0;0.0;1
32;60;60028;pr;a;m;l;8;D;187.0;2000.0;0.0;0.0;2.0;1
32;60;60029;pr;a;a;l;3;E;49.0;575.0;0.0;1.0;0.0;2
32;60;60029;pr;a;a;l;3;F;71.0;540.0;0.0;1.0;0.0;1
32;60;60029;pr;a;a;l;3;G;51.0;540.0;0.0;0.0;0.5;2
32;60;60029;pr;a;m;l;3;E;72.0;690.0;0.0;0.0;1.0;1
32;60;60029;pr;a;m;l;4;E;78.0;770.0;0.0;0.0;1.0;3
32;60;60029;pr;a;m;l;5;D;83.0;751.0;0.0;0.0;1.0;1
32;60;60031;pr;a;a;l;3;0;65.0;597.5;0.0;0.0;0.0;2
32;60;60033;pr;a;a;l;2;F;40.0;650.0;0.0;1.0;0.0;1
32;60;60033;pr;a;a;l;3;C;200.0;2500.0;0.0;0.0;1.0;1
32;60;60033;pr;a;m;l;5;D;141.0;1700.0;0.0;0.0;0.0;1
32;60;60036;pr;a;m;l;4;D;87.0;820.0;0.0;1.0;0.0;2
32;60;60036;pr;a;m;l;4;E;110.0;950.0;0.0;1.0;1.0;1
32;60;60036;pr;a;m;l;5;C;127.0;910.0;0.0;1.0;0.0;1
32;60;60036;pr;m;m;l;3;B;61.0;860.0;0.0;0.0;0.0;1
32;60;60037;pr;a;m;l;3;E;81.0;638.0;0.0;0.0;1.0;1
32;60;60040;pr;a;a;l;3;D;53.5;670.0;0.0;0.0;1.0;2
32;60;60040;pr;a;m;l;4;E;83.0;804.0;0.0;1.0;0.0;1
32;60;60041;pr;a;a;l;3;A;64.0;683.0;0.0;0.0;0.0;1
32;60;60041;pr;a;m;l;4;0;83.0;800.0;0.0;0.0;0.0;1
32;60;60042;pr;a;a;l;2;E;43.0;680.0;0.0;0.0;1.0;1
32;60;60043;pr;a;m;l;4;D;106.0;620.0;0.0;0.0;1.0;2
32;60;60043;pr;a;m;l;6;C;125.0;910.0;0.0;0.0;0.0;2
32;60;60044;pr;a;a;l;2;0;25.0;480.0;0.0;1.0;0.0;1
32;60;60045;pr;a;a;l;1;F;25.0;475.0;0.0;1.0;0.0;1
32;60;60045;pr;a;a;l;2;F;35.0;550.0;0.0;1.0;0.0;2
32;60;60045;pr;a;a;l;3;E;48.0;645.0;0.0;0.67;0.33;3
32;60;60045;pr;a;a;l;3;G;41.0;610.0;0.0;1.0;0.0;1
32;60;60045;pr;a;m;l;3;C;58.0;750.0;0.0;1.0;0.0;1
32;60;60045;pr;a;m;l;4;A;99.0;1200.0;0.0;0.0;0.0;1
32;60;60045;pr;a;m;l;6;D;156.0;1380.0;0.0;1.0;2.0;2
32;60;60045;pr;m;m;l;3;C;58.0;750.0;0.0;0.0;0.0;1
32;60;60046;pr;a;m;l;4;E;90.0;810.0;0.0;1.0;0.0;1
32;60;60046;pr;a;m;l;6;E;88.0;1110.0;0.0;1.0;1.0;1
32;60;60047;pa;a;m;l;4;0;90.0;900.0;0.0;0.0;1.0;1
32;60;60047;pr;a;a;l;3;0;56.0;760.0;0.0;0.0;1.0;1
32;60;60047;pr;a;a;l;3;E;60.0;700.0;0.0;0.0;0.0;1
32;60;60047;pr;a;m;l;6;C;140.0;1400.0;0.0;1.0;1.0;1
32;60;60047;pr;a;m;l;7;D;141.0;1640.0;0.0;2.0;0.0;1
32;60;60048;pr;a;m;l;5;0;106.0;1200.0;0.0;0.0;0.0;1
32;60;60048;pr;a;m;l;5;VI;106.0;1200.0;0.0;1.0;1.0;1
32;60;60050;pa;a;m;l;5;0;128.0;1150.0;0.0;0.0;2.0;1
32;60;60050;pr;a;m;l;5;0;97.5;1130.0;0.0;0.0;1.0;2
32;60;60053;pr;a;a;l;3;D;54.0;455.0;0.0;0.0;1.0;1
32;60;60053;pr;a;m;l;2;0;48.0;425.0;0.0;0.0;1.0;1
32;60;60053;pr;a;m;l;2;D;50.0;407.0;0.0;1.0;1.0;1
32;60;60055;pr;a;m;l;5;D;129.0;1000.0;0.0;0.0;2.0;1
32;60;60055;pr;a;m;l;5;F;100.0;871.0;0.0;0.0;0.0;1
32;60;60056;pr;a;m;l;4;E;103.0;1300.0;0.0;1.0;1.0;1
32;60;60056;pr;a;m;l;6;0;140.0;1100.0;0.0;0.0;0.0;1
32;60;60057;pa;a;a;l;1;0;20.0;442.0;0.0;0.45;0.27;11
32;60;60057;pa;a;a;l;1;G;18.0;450.0;0.0;1.0;0.0;1
32;60;60057;pa;a;a;l;2;0;46.0;580.0;0.0;0.0;0.6;5
32;60;60057;pa;a;a;l;2;B;50.0;650.0;0.0;0.0;1.0;1
32;60;60057;pa;a;a;l;2;D;44.0;630.0;0.0;0.0;1.0;1
32;60;60057;pa;a;a;l;2;E;37.5;496.5;0.5;0.5;0.5;2
32;60;60057;pa;a;a;l;3;0;65.0;850.0;0.0;0.0;0.67;3
32;60;60057;pa;a;a;l;3;D;70.0;620.0;0.0;0.0;1.0;1
32;60;60057;pa;a;a;l;4;C;80.0;350.0;0.0;0.0;1.0;1
32;60;60057;pa;a;m;l;2;A;30.0;530.0;0.0;0.0;1.0;1
32;60;60057;pa;a;m;l;3;0;65.0;620.0;0.0;0.0;1.0;2
32;60;60057;pr;a;a;l;1;0;21.0;360.0;0.0;0.25;0.45;20
32;60;60057;pr;a;a;l;1;A;40.0;518.5;0.0;0.5;0.5;2
32;60;60057;pr;a;a;l;1;B;27.0;396.0;0.6;0.0;0.4;5
32;60;60057;pr;a;a;l;1;C;35.0;480.0;0.0;0.0;1.0;1
32;60;60057;pr;a;a;l;1;D;29.0;399.0;0.06;0.22;0.5;50
32;60;60057;pr;a;a;l;1;E;27.0;395.0;0.05;0.3;0.67;43
32;60;60057;pr;a;a;l;1;F;25.0;367.0;0.06;0.42;0.45;31
32;60;60057;pr;a;a;l;1;G;17.0;390.0;0.0;0.44;0.72;18
32;60;60057;pr;a;a;l;1;VI;24.5;376.0;0.0;0.5;0.0;2
32;60;60057;pr;a;a;l;2;0;37.5;512.0;0.02;0.1;0.55;40
32;60;60057;pr;a;a;l;2;A;41.0;532.0;0.0;0.67;0.0;3
32;60;60057;pr;a;a;l;2;B;42.0;537.0;0.4;0.16;0.6;25
32;60;60057;pr;a;a;l;2;C;42.5;501.0;0.1;0.3;0.4;10
32;60;60057;pr;a;a;l;2;D;46.0;520.0;0.42;0.13;0.72;53
32;60;60057;pr;a;a;l;2;E;43.0;508.0;0.14;0.18;0.72;71
32;60;60057;pr;a;a;l;2;F;47.0;515.0;0.18;0.32;0.65;34
32;60;60057;pr;a;a;l;2;G;37.0;522.0;0.0;0.43;0.29;7
32;60;60057;pr;a;a;l;2;NS;36.0;536.5;0.0;0.25;0.25;4
32;60;60057;pr;a;a;l;2;VI;32.0;505.0;0.0;0.33;0.0;6
32;60;60057;pr;a;a;l;3;0;59.5;634.5;0.09;0.09;0.5;22
32;60;60057;pr;a;a;l;3;A;61.0;663.0;0.2;0.0;0.8;5
32;60;60057;pr;a;a;l;3;B;60.0;685.0;0.32;0.05;0.68;19
32;60;60057;pr;a;a;l;3;C;66.5;655.5;0.5;0.0;1.0;2
32;60;60057;pr;a;a;l;3;D;60.0;621.0;0.19;0.13;0.67;54
32;60;60057;pr;a;a;l;3;E;60.0;641.0;0.15;0.29;0.6;62
32;60;60057;pr;a;a;l;3;F;56.5;580.0;0.12;0.21;0.71;24
32;60;60057;pr;a;a;l;3;G;57.0;610.0;0.0;0.67;0.67;3
32;60;60057;pr;a;a;l;3;VI;62.0;627.5;0.0;0.25;0.75;4
32;60;60057;pr;a;a;l;4;0;82.0;870.0;0.29;0.14;0.57;7
32;60;60057;pr;a;a;l;4;A;81.0;828.0;0.0;0.0;0.5;2
32;60;60057;pr;a;a;l;4;B;81.5;775.5;1.5;0.5;1.0;2
32;60;60057;pr;a;a;l;4;C;69.0;725.0;0.25;0.0;0.5;4
32;60;60057;pr;a;a;l;4;D;75.0;719.0;0.3;0.26;0.52;23
32;60;60057;pr;a;a;l;4;E;75.0;711.0;0.26;0.16;0.74;19
32;60;60057;pr;a;a;l;4;F;69.5;673.5;0.0;0.33;0.83;6
32;60;60057;pr;a;a;l;4;NS;78.5;724.0;0.5;0.0;0.5;2
32;60;60057;pr;a;a;l;5;0;102.0;895.0;0.33;0.0;0.67;3
32;60;60057;pr;a;a;l;5;A;94.5;735.5;1.5;0.5;1.0;2
32;60;60057;pr;a;a;l;5;D;96.5;873.5;0.0;0.0;1.0;2
32;60;60057;pr;a;a;l;5;E;107.0;917.5;0.17;0.33;1.17;6
32;60;60057;pr;a;a;l;5;G;119.0;868.0;0.0;0.0;2.0;1
