REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
84.0;01;01001;pa;a;m;l;4;0;104.0;980.0;0.0;0.0;0.0;1
84.0;01;01001;pr;a;m;l;4;E;75.0;691.0;0.0;1.0;0.0;1
84.0;01;01004;pa;a;a;l;1;0;62.0;515.0;0.0;0.0;0.0;1
84.0;01;01004;pa;a;a;l;2;0;50.0;690.0;0.0;1.0;0.0;1
84.0;01;01004;pa;a;a;l;4;0;82.5;740.0;0.5;0.5;0.5;2
84.0;01;01004;pa;a;m;l;6;0;150.0;380.0;0.0;0.0;0.0;1
84.0;01;01004;pr;a;a;l;1;0;27.0;382.0;0.0;0.0;1.0;1
84.0;01;01004;pr;a;a;l;1;E;35.0;373.0;0.0;0.0;0.0;1
84.0;01;01004;pr;a;a;l;2;0;45.5;455.0;0.0;0.0;1.0;2
84.0;01;01004;pr;a;a;l;2;A;52.0;564.0;0.0;0.0;1.0;1
84.0;01;01004;pr;a;a;l;2;B;44.5;504.0;0.5;0.5;0.5;2
84.0;01;01004;pr;a;a;l;2;E;48.0;499.5;0.25;0.25;0.5;4
84.0;01;01004;pr;a;a;l;2;F;48.0;540.0;0.0;0.0;1.0;1
84.0;01;01004;pr;a;a;l;3;0;64.5;605.5;0.0;0.0;0.5;2
84.0;01;01004;pr;a;a;l;3;B;69.5;678.5;1.0;0.0;1.0;2
84.0;01;01004;pr;a;a;l;3;C;60.0;583.0;0.5;0.0;1.0;2
84.0;01;01004;pr;a;a;l;3;D;67.0;580.0;0.14;0.0;1.0;7
84.0;01;01004;pr;a;a;l;3;E;77.0;539.0;0.0;0.0;1.0;1
84.0;01;01004;pr;a;a;l;4;0;79.0;780.0;0.0;0.0;0.0;2
84.0;01;01004;pr;a;a;l;4;E;70.0;540.0;1.0;0.0;0.0;1
84.0;01;01004;pr;a;m;l;2;D;60.0;419.0;0.0;1.0;0.0;1
84.0;01;01004;pr;a;m;l;3;F;61.0;780.0;1.0;0.0;1.0;1
84.0;01;01004;pr;a;m;l;4;0;82.0;696.0;0.0;1.0;1.0;1
84.0;01;01004;pr;a;m;l;4;B;90.0;845.0;0.0;0.0;0.0;1
84.0;01;01004;pr;a;m;l;4;C;90.0;850.0;0.0;0.0;1.0;1
84.0;01;01004;pr;a;m;l;4;D;92.0;870.0;0.0;0.0;1.0;1
84.0;01;01005;pr;a;a;l;1;F;33.0;370.0;0.0;0.0;1.0;1
84.0;01;01005;pr;a;a;l;4;D;95.0;822.0;0.0;0.0;1.0;1
84.0;01;01005;pr;a;m;l;3;G;48.0;579.0;0.0;1.0;0.0;1
84.0;01;01005;pr;a;m;l;4;VI;82.0;550.0;0.0;0.0;1.0;1
84.0;01;01007;pr;a;m;l;5;D;130.0;850.0;0.0;0.0;1.0;1
84.0;01;01014;pa;a;a;l;1;0;30.0;360.0;0.0;0.0;0.0;1
84.0;01;01014;pr;a;m;l;5;0;113.0;848.0;0.0;0.0;1.0;1
84.0;01;01021;pr;a;a;l;2;C;52.0;635.0;1.0;0.0;1.0;1
84.0;01;01021;pr;a;a;l;3;E;65.0;720.0;1.0;0.0;1.0;1
84.0;01;01021;pr;a;m;l;4;D;91.0;970.0;0.0;0.0;1.0;1
84.0;01;01021;pr;a;m;l;4;VI;82.0;680.0;0.0;0.0;1.0;1
84.0;01;01022;pr;a;a;l;1;D;38.0;335.0;0.0;0.0;0.0;1
84.0;01;01022;pr;a;a;l;3;D;72.0;574.0;1.0;0.0;1.0;1
84.0;01;01024;pr;a;a;l;1;F;31.0;318.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;a;l;2;B;46.0;599.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;a;l;3;0;82.0;570.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;a;l;3;A;68.0;702.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;a;l;3;F;56.0;465.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;a;l;4;C;99.0;708.0;0.0;1.0;1.0;1
84.0;01;01024;pr;a;a;l;4;E;79.0;685.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;a;l;4;VI;85.0;520.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;m;l;3;E;96.0;774.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;m;l;4;C;106.0;775.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;m;l;4;D;115.0;750.0;0.0;0.0;1.0;1
84.0;01;01024;pr;a;m;l;5;E;112.0;875.0;0.0;0.0;1.0;1
84.0;01;01025;pr;a;a;l;1;D;20.0;210.0;0.0;1.0;0.0;1
84.0;01;01025;pr;a;a;l;4;C;85.0;692.0;0.0;1.0;0.0;1
84.0;01;01027;pa;a;a;l;3;A;87.0;896.0;0.0;0.0;1.0;1
84.0;01;01029;pr;a;m;l;3;E;83.0;495.0;0.0;0.0;1.0;1
84.0;01;01030;pa;a;a;l;3;0;62.0;600.0;0.0;0.0;1.0;1
84.0;01;01030;pr;a;a;l;1;0;28.0;300.0;0.0;0.0;1.0;1
84.0;01;01030;pr;a;a;l;2;0;50.0;432.5;0.0;0.0;1.0;2
84.0;01;01030;pr;a;a;l;4;0;98.0;652.0;0.0;0.0;1.0;1
84.0;01;01030;pr;a;a;l;4;C;88.0;750.0;0.0;0.0;1.0;1
84.0;01;01030;pr;a;m;l;5;A;119.0;1219.0;0.0;1.0;1.0;1
